week,committer,penalty_type,penalty_category,total_penalties,total_yards,avg_yards_per_penalty
3,Ohio,False Start,Procedural,2,10.0,5.0
3,Ohio,Holding,Blocking / Holding,1,10.0,10.0
3,Ohio,Other / Unclassified,Other,2,15.0,7.5
3,Ohio State,Delay of Game,Procedural,1,5.0,5.0
3,Ohio State,False Start,Procedural,1,5.0,5.0
3,Ohio State,Personal Foul,Personal / Contact,1,0.0,0.0
3,Ohio State,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
3,Oklahoma,False Start,Procedural,1,5.0,5.0
3,Oklahoma,Holding,Blocking / Holding,2,10.0,5.0
3,Oklahoma,Pass Interference,Personal / Contact,1,15.0,15.0
3,Old Dominion,Delay of Game,Procedural,1,5.0,5.0
3,Old Dominion,Face Mask,Other,3,36.0,12.0
3,Old Dominion,Holding,Blocking / Holding,3,21.0,7.0
3,Old Dominion,Other / Unclassified,Other,1,6.0,6.0
3,Old Dominion,Pass Interference,Personal / Contact,1,0.0,0.0
3,Old Dominion,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
3,Ole Miss,Delay of Game,Procedural,1,5.0,5.0
3,Ole Miss,Face Mask,Other,1,15.0,15.0
3,Ole Miss,False Start,Procedural,1,1.0,1.0
3,Ole Miss,Holding,Blocking / Holding,3,29.0,9.67
3,Ole Miss,Offside,Procedural,1,2.0,2.0
3,Ole Miss,Pass Interference,Personal / Contact,2,23.0,11.5
3,Oregon,Face Mask,Other,1,15.0,15.0
3,Oregon,Pass Interference,Personal / Contact,1,2.0,2.0
3,Oregon State,Delay of Game,Procedural,1,5.0,5.0
3,Oregon State,False Start,Procedural,2,10.0,5.0
3,Oregon State,Holding,Blocking / Holding,2,8.0,4.0
3,Penn State,False Start,Procedural,1,0.0,0.0
3,Pittsburgh,Delay of Game,Procedural,1,5.0,5.0
3,Pittsburgh,False Start,Procedural,3,15.0,5.0
3,Pittsburgh,Holding,Blocking / Holding,2,15.0,7.5
3,Pittsburgh,Offside,Procedural,2,1.0,0.5
3,Pittsburgh,Other / Unclassified,Blocking / Holding,1,0.0,0.0
3,Pittsburgh,Other / Unclassified,Other,6,24.0,4.0
3,Pittsburgh,Pass Interference,Personal / Contact,1,13.0,13.0
3,Pittsburgh,Targeting,Personal / Contact,1,0.0,0.0
3,Purdue,False Start,Procedural,1,5.0,5.0
3,Purdue,Holding,Blocking / Holding,2,5.0,2.5
3,Purdue,Offside,Procedural,3,40.0,13.33
3,Purdue,Personal Foul,Personal / Contact,2,55.0,27.5
3,Rice,Holding,Blocking / Holding,1,10.0,10.0
3,Rice,Illegal Motion,Other,1,5.0,5.0
3,Rice,Offside,Procedural,1,5.0,5.0
3,Rice,Other / Unclassified,Administrative,1,4.0,4.0
3,Rice,Other / Unclassified,Other,2,20.0,10.0
3,Rice,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
3,Rutgers,Face Mask,Other,2,30.0,15.0
3,Rutgers,False Start,Procedural,1,5.0,5.0
3,Rutgers,Illegal Formation,Procedural,1,2.0,2.0
3,Rutgers,Offside,Procedural,3,5.0,1.67
3,Rutgers,Other / Unclassified,Administrative,1,0.0,0.0
3,Rutgers,Other / Unclassified,Procedural,1,60.0,60.0
3,Rutgers,Pass Interference,Personal / Contact,2,12.0,6.0
3,SMU,False Start,Procedural,1,5.0,5.0
3,SMU,Holding,Blocking / Holding,1,0.0,0.0
3,SMU,Illegal Formation,Procedural,1,9.0,9.0
3,SMU,Offside,Procedural,4,16.0,4.0
3,SMU,Other / Unclassified,Blocking / Holding,1,10.0,10.0
3,SMU,Pass Interference,Personal / Contact,1,23.0,23.0
3,SMU,Personal Foul,Personal / Contact,7,30.0,4.29
3,South Alabama,False Start,Procedural,2,10.0,5.0
3,South Alabama,Illegal Formation,Procedural,2,4.0,2.0
3,South Alabama,Offside,Procedural,1,5.0,5.0
3,South Alabama,Pass Interference,Personal / Contact,2,15.0,7.5
3,South Carolina,False Start,Procedural,2,10.0,5.0
3,South Carolina,Other / Unclassified,Administrative,1,5.0,5.0
3,South Carolina,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
3,South Florida,Face Mask,Other,1,15.0,15.0
3,South Florida,Personal Foul,Personal / Contact,1,0.0,0.0
3,South Florida,Roughing the Passer,Personal / Contact,1,0.0,0.0
3,Southern Miss,Delay of Game,Procedural,1,0.0,0.0
3,Southern Miss,False Start,Procedural,4,20.0,5.0
3,Southern Miss,Offside,Procedural,1,0.0,0.0
3,Southern Miss,Other / Unclassified,Other,2,15.0,7.5
3,Southern Miss,Pass Interference,Procedural,1,0.0,0.0
3,Southern Miss,Unsportsmanlike Conduct,Personal / Contact,1,9.0,9.0
3,Stanford,False Start,Procedural,1,5.0,5.0
3,Stanford,Offside,Procedural,1,5.0,5.0
3,Stanford,Other / Unclassified,Administrative,2,5.0,2.5
3,Stanford,Other / Unclassified,Other,1,10.0,10.0
3,Stanford,Pass Interference,Personal / Contact,1,9.0,9.0
3,Syracuse,False Start,Procedural,1,5.0,5.0
3,Syracuse,Holding,Blocking / Holding,2,20.0,10.0
3,Syracuse,Offside,Procedural,1,5.0,5.0
3,Syracuse,Other / Unclassified,Administrative,2,0.0,0.0
3,TCU,Offside,Procedural,1,0.0,0.0
3,TCU,Pass Interference,Personal / Contact,2,23.0,11.5
3,TCU,Roughing the Passer,Personal / Contact,1,8.0,8.0
3,Temple,Holding,Blocking / Holding,1,9.0,9.0
3,Temple,Offside,Procedural,1,5.0,5.0
3,Tennessee,False Start,Procedural,2,10.0,5.0
3,Tennessee,Holding,Blocking / Holding,1,10.0,10.0
3,Tennessee,Offside,Procedural,1,5.0,5.0
3,Tennessee,Other / Unclassified,Administrative,1,5.0,5.0
3,Tennessee,Other / Unclassified,Other,1,10.0,10.0
3,Tennessee,Pass Interference,Personal / Contact,1,9.0,9.0
3,Texas,False Start,Procedural,1,5.0,5.0
3,Texas,Holding,Blocking / Holding,2,1.0,0.5
3,Texas,Offside,Procedural,1,0.0,0.0
3,Texas,Other / Unclassified,Administrative,2,1.0,0.5
3,Texas,Roughing the Passer,Blocking / Holding,1,6.0,6.0
3,Texas A&M,False Start,Procedural,8,10.0,1.25
3,Texas A&M,Holding,Blocking / Holding,2,0.0,0.0
3,Texas A&M,Illegal Formation,Procedural,1,5.0,5.0
3,Texas A&M,Other / Unclassified,Other,1,15.0,15.0
3,Texas A&M,Personal Foul,Personal / Contact,1,0.0,0.0
3,Texas State,Other / Unclassified,Other,1,10.0,10.0
3,Texas Tech,False Start,Procedural,2,10.0,5.0
3,Texas Tech,Holding,Blocking / Holding,3,32.0,10.67
3,Texas Tech,Offside,Procedural,2,10.0,5.0
3,Texas Tech,Other / Unclassified,Other,1,0.0,0.0
3,Texas Tech,Personal Foul,Personal / Contact,2,15.0,7.5
3,Toledo,Delay of Game,Procedural,1,5.0,5.0
3,Toledo,False Start,Procedural,2,8.0,4.0
3,Toledo,Holding,Blocking / Holding,2,20.0,10.0
3,Toledo,Offside,Procedural,2,5.0,2.5
3,Toledo,Pass Interference,Personal / Contact,2,11.0,5.5
3,Toledo,Personal Foul,Personal / Contact,1,0.0,0.0
3,Troy,False Start,Procedural,1,5.0,5.0
3,Troy,Holding,Blocking / Holding,1,10.0,10.0
3,Troy,Illegal Formation,Procedural,1,73.0,73.0
3,Troy,Pass Interference,Personal / Contact,2,30.0,15.0
3,Tulane,Holding,Blocking / Holding,1,1.0,1.0
3,Tulane,Illegal Formation,Procedural,1,0.0,0.0
3,Tulane,Other / Unclassified,Other,1,5.0,5.0
3,Tulane,Personal Foul,Personal / Contact,1,0.0,0.0
3,Tulane,Roughing the Kicker,Personal / Contact,1,41.0,41.0
3,Tulane,Roughing the Passer,Personal / Contact,1,0.0,0.0
3,Tulane,Unsportsmanlike Conduct,Personal / Contact,2,0.0,0.0
3,Tulsa,False Start,Procedural,1,5.0,5.0
3,Tulsa,Holding,Blocking / Holding,2,10.0,5.0
3,Tulsa,Offside,Procedural,1,5.0,5.0
3,Tulsa,Other / Unclassified,Administrative,1,0.0,0.0
3,Tulsa,Pass Interference,Personal / Contact,1,14.0,14.0
3,UAB,False Start,Procedural,1,5.0,5.0
3,UAB,Holding,Blocking / Holding,2,0.0,0.0
3,UAB,Other / Unclassified,Other,1,0.0,0.0
3,UAB,Personal Foul,Personal / Contact,1,0.0,0.0
3,UCLA,False Start,Procedural,6,30.0,5.0
3,UCLA,Other / Unclassified,Administrative,1,5.0,5.0
3,UCLA,Personal Foul,Personal / Contact,1,0.0,0.0
3,UCLA,Roughing the Passer,Personal / Contact,1,0.0,0.0
3,UConn,False Start,Procedural,1,5.0,5.0
3,UConn,Holding,Blocking / Holding,3,38.0,12.67
3,USC,False Start,Procedural,1,5.0,5.0
3,USC,Holding,Blocking / Holding,1,10.0,10.0
3,USC,Illegal Formation,Procedural,1,0.0,0.0
3,USC,Other / Unclassified,Other,2,15.0,7.5
3,USC,Pass Interference,Personal / Contact,2,30.0,15.0
3,USC,Personal Foul,Personal / Contact,1,0.0,0.0
3,UTEP,Face Mask,Other,1,6.0,6.0
3,UTEP,False Start,Procedural,1,2.0,2.0
3,UTEP,Holding,Blocking / Holding,1,0.0,0.0
3,UTEP,Other / Unclassified,Blocking / Holding,3,0.0,0.0
3,UTEP,Pass Interference,Personal / Contact,1,11.0,11.0
3,UTEP,Personal Foul,Personal / Contact,2,0.0,0.0
3,UTEP,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
3,UTSA,Face Mask,Other,3,45.0,15.0
3,UTSA,False Start,Procedural,1,5.0,5.0
3,UTSA,Other / Unclassified,Blocking / Holding,1,5.0,5.0
3,UTSA,Other / Unclassified,Other,3,10.0,3.33
3,UTSA,Pass Interference,Personal / Contact,1,15.0,15.0
3,UTSA,Targeting,Personal / Contact,1,15.0,15.0
3,Utah,Holding,Blocking / Holding,6,56.0,9.33
3,Utah,Other / Unclassified,Administrative,1,7.0,7.0
3,Utah,Pass Interference,Personal / Contact,1,15.0,15.0
3,Utah,Personal Foul,Personal / Contact,1,0.0,0.0
3,Utah State,False Start,Procedural,1,0.0,0.0
3,Utah State,Holding,Blocking / Holding,1,0.0,0.0
3,Utah State,Other / Unclassified,Administrative,2,10.0,5.0
3,Utah State,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
3,Vanderbilt,False Start,Procedural,2,10.0,5.0
3,Vanderbilt,Holding,Blocking / Holding,1,0.0,0.0
3,Vanderbilt,Pass Interference,Personal / Contact,1,15.0,15.0
3,Vanderbilt,Personal Foul,Personal / Contact,1,5.0,5.0
3,Vanderbilt,Roughing the Passer,Personal / Contact,2,0.0,0.0
3,Vanderbilt,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
3,Virginia,False Start,Procedural,3,15.0,5.0
3,Virginia,Holding,Blocking / Holding,1,10.0,10.0
3,Virginia,Other / Unclassified,Administrative,2,0.0,0.0
3,Virginia Tech,Delay of Game,Procedural,1,5.0,5.0
3,Virginia Tech,False Start,Procedural,3,15.0,5.0
3,Virginia Tech,Holding,Blocking / Holding,1,2.0,2.0
3,Virginia Tech,Other / Unclassified,Other,6,47.0,7.83
3,Virginia Tech,Personal Foul,Personal / Contact,1,0.0,0.0
3,Wake Forest,False Start,Procedural,1,0.0,0.0
3,Wake Forest,Holding,Blocking / Holding,3,33.0,11.0
3,Wake Forest,Other / Unclassified,Other,1,0.0,0.0
3,Washington State,False Start,Procedural,1,5.0,5.0
3,Washington State,Holding,Blocking / Holding,1,10.0,10.0
3,Washington State,Other / Unclassified,Administrative,1,5.0,5.0
3,Washington State,Other / Unclassified,Blocking / Holding,2,18.0,9.0
3,West Virginia,Delay of Game,Procedural,1,5.0,5.0
3,West Virginia,False Start,Procedural,1,5.0,5.0
3,West Virginia,Offside,Procedural,1,5.0,5.0
3,West Virginia,Pass Interference,Personal / Contact,1,15.0,15.0
3,Western Michigan,Holding,Blocking / Holding,1,3.0,3.0
3,Wisconsin,Holding,Blocking / Holding,1,0.0,0.0
3,Wisconsin,Other / Unclassified,Other,1,0.0,0.0
3,Wisconsin,Pass Interference,Personal / Contact,1,7.0,7.0
3,Wisconsin,Personal Foul,Personal / Contact,1,3.0,3.0
3,Wyoming,Delay of Game,Procedural,2,10.0,5.0
3,Wyoming,Holding,Blocking / Holding,4,0.0,0.0
3,Wyoming,Other / Unclassified,Administrative,1,5.0,5.0
3,Wyoming,Pass Interference,Personal / Contact,1,15.0,15.0
4,Air Force,False Start,Procedural,1,5.0,5.0
4,Air Force,Holding,Blocking / Holding,4,16.0,4.0
4,Air Force,Offside,Procedural,1,5.0,5.0
4,Air Force,Pass Interference,Personal / Contact,1,7.0,7.0
4,Air Force,Personal Foul,Personal / Contact,1,8.0,8.0
4,Air Force,Roughing the Passer,Personal / Contact,1,15.0,15.0
4,Akron,Other / Unclassified,Other,2,5.0,2.5
4,Akron,Personal Foul,Personal / Contact,1,0.0,0.0
4,Arizona State,False Start,Procedural,1,5.0,5.0
4,Arizona State,Holding,Blocking / Holding,3,13.0,4.33
4,Arizona State,Illegal Formation,Procedural,1,6.0,6.0
4,Arizona State,Offside,Procedural,1,5.0,5.0
4,Arizona State,Pass Interference,Personal / Contact,2,29.0,14.5
4,Arkansas,False Start,Procedural,1,5.0,5.0
4,Arkansas,Holding,Blocking / Holding,2,20.0,10.0
4,Arkansas,Offside,Procedural,1,5.0,5.0
4,Arkansas,Other / Unclassified,Administrative,1,5.0,5.0
4,Arkansas State,False Start,Procedural,4,0.0,0.0
4,Arkansas State,Holding,Blocking / Holding,1,0.0,0.0
4,Arkansas State,Pass Interference,Personal / Contact,4,0.0,0.0
4,Arkansas State,Personal Foul,Personal / Contact,1,0.0,0.0
4,Army,Offside,Procedural,1,5.0,5.0
4,Auburn,Delay of Game,Procedural,2,10.0,5.0
4,Auburn,Face Mask,Other,1,10.0,10.0
4,Auburn,False Start,Procedural,6,0.0,0.0
4,Auburn,Holding,Blocking / Holding,2,0.0,0.0
4,Auburn,Other / Unclassified,Blocking / Holding,1,0.0,0.0
4,Auburn,Other / Unclassified,Safety / Tackling,1,1.0,1.0
4,Auburn,Pass Interference,Personal / Contact,2,0.0,0.0
4,BYU,False Start,Procedural,1,5.0,5.0
4,BYU,Holding,Blocking / Holding,3,20.0,6.67
4,BYU,Offside,Procedural,1,5.0,5.0
4,BYU,Pass Interference,Personal / Contact,2,17.0,8.5
4,BYU,Personal Foul,Personal / Contact,2,3.0,1.5
4,BYU,Targeting,Personal / Contact,1,0.0,0.0
4,BYU,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
4,Ball State,False Start,Procedural,1,5.0,5.0
4,Ball State,Other / Unclassified,Other,2,25.0,12.5
4,Baylor,Holding,Blocking / Holding,1,10.0,10.0
4,Baylor,Other / Unclassified,Administrative,1,0.0,0.0
4,Baylor,Other / Unclassified,Other,1,0.0,0.0
4,Baylor,Pass Interference,Personal / Contact,2,30.0,15.0
4,Baylor,Personal Foul,Personal / Contact,2,15.0,7.5
4,Boise State,False Start,Procedural,3,15.0,5.0
4,Boise State,Holding,Blocking / Holding,2,10.0,5.0
4,Boise State,Illegal Formation,Procedural,1,5.0,5.0
4,Boise State,Other / Unclassified,Other,3,32.0,10.67
4,Bowling Green,False Start,Procedural,1,5.0,5.0
4,Bowling Green,Other / Unclassified,Other,1,0.0,0.0
4,Bowling Green,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
4,Buffalo,False Start,Procedural,2,0.0,0.0
4,Buffalo,Illegal Formation,Procedural,1,0.0,0.0
4,California,False Start,Procedural,3,15.0,5.0
4,California,Holding,Blocking / Holding,1,3.0,3.0
4,California,Offside,Procedural,3,10.0,3.33
4,California,Other / Unclassified,Other,1,15.0,15.0
4,Central Michigan,False Start,Procedural,2,10.0,5.0
4,Central Michigan,Other / Unclassified,Other,1,5.0,5.0
4,Central Michigan,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
4,Charlotte,False Start,Procedural,2,5.0,2.5
4,Charlotte,Holding,Blocking / Holding,2,15.0,7.5
4,Charlotte,Pass Interference,Personal / Contact,4,55.0,13.75
4,Charlotte,Personal Foul,Personal / Contact,1,15.0,15.0
4,Clemson,Delay of Game,Procedural,1,5.0,5.0
4,Clemson,False Start,Procedural,2,10.0,5.0
4,Clemson,Holding,Blocking / Holding,2,27.0,13.5
4,Clemson,Other / Unclassified,Other,2,10.0,5.0
4,Clemson,Pass Interference,Personal / Contact,3,15.0,5.0
4,Clemson,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
4,Coastal Carolina,Delay of Game,Procedural,1,5.0,5.0
4,Coastal Carolina,Face Mask,Other,1,15.0,15.0
4,Coastal Carolina,False Start,Procedural,1,5.0,5.0
4,Coastal Carolina,Illegal Motion,Other,1,0.0,0.0
4,Coastal Carolina,Offside,Procedural,2,5.0,2.5
4,Coastal Carolina,Other / Unclassified,Other,1,0.0,0.0
4,Coastal Carolina,Pass Interference,Personal / Contact,1,15.0,15.0
4,Colorado,Face Mask,Other,1,15.0,15.0
4,Colorado,False Start,Procedural,1,5.0,5.0
4,Colorado,Pass Interference,Personal / Contact,1,15.0,15.0
4,Colorado,Roughing the Passer,Personal / Contact,1,15.0,15.0
4,Colorado State,False Start,Procedural,4,20.0,5.0
4,Colorado State,Holding,Blocking / Holding,3,8.0,2.67
4,Colorado State,Illegal Formation,Procedural,1,0.0,0.0
4,Colorado State,Other / Unclassified,Other,1,15.0,15.0
4,Colorado State,Pass Interference,Personal / Contact,1,0.0,0.0
4,Colorado State,Personal Foul,Personal / Contact,1,15.0,15.0
4,Delaware,Face Mask,Other,1,15.0,15.0
4,Delaware,False Start,Procedural,1,5.0,5.0
4,Delaware,Holding,Blocking / Holding,2,43.0,21.5
4,Delaware,Other / Unclassified,Administrative,1,5.0,5.0
4,Delaware,Pass Interference,Personal / Contact,2,28.0,14.0
4,Duke,Delay of Game,Procedural,1,5.0,5.0
4,Duke,Face Mask,Other,1,15.0,15.0
4,Duke,False Start,Procedural,1,5.0,5.0
4,Duke,Holding,Blocking / Holding,3,15.0,5.0
4,Duke,Offside,Procedural,2,10.0,5.0
4,Duke,Pass Interference,Personal / Contact,3,39.0,13.0
4,Duke,Personal Foul,Personal / Contact,1,15.0,15.0
4,East Carolina,False Start,Procedural,7,31.0,4.43
4,East Carolina,Holding,Blocking / Holding,2,28.0,14.0
4,East Carolina,Offside,Procedural,1,0.0,0.0
4,Eastern Michigan,Holding,Blocking / Holding,3,12.0,4.0
4,Eastern Michigan,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
4,Florida,False Start,Procedural,2,0.0,0.0
4,Florida International,Delay of Game,Procedural,2,10.0,5.0
4,Florida International,False Start,Procedural,1,5.0,5.0
4,Florida International,Holding,Blocking / Holding,1,0.0,0.0
4,Florida State,Holding,Blocking / Holding,1,11.0,11.0
4,Florida State,Offside,Procedural,1,5.0,5.0
4,Florida State,Other / Unclassified,Other,1,5.0,5.0
4,Fresno State,Holding,Blocking / Holding,4,40.0,10.0
4,Fresno State,Other / Unclassified,Administrative,1,11.0,11.0
4,Fresno State,Personal Foul,Personal / Contact,1,15.0,15.0
4,Georgia State,Delay of Game,Procedural,2,10.0,5.0
4,Georgia State,Face Mask,Other,1,7.0,7.0
4,Georgia State,False Start,Procedural,3,15.0,5.0
4,Georgia State,Holding,Blocking / Holding,1,7.0,7.0
4,Georgia State,Offside,Procedural,1,9.0,9.0
4,Georgia State,Other / Unclassified,Administrative,1,3.0,3.0
4,Georgia State,Other / Unclassified,Other,3,9.0,3.0
4,Georgia State,Personal Foul,Personal / Contact,1,15.0,15.0
4,Georgia Tech,Face Mask,Other,1,5.0,5.0
4,Georgia Tech,Illegal Formation,Procedural,1,5.0,5.0
4,Georgia Tech,Offside,Procedural,1,5.0,5.0
4,Georgia Tech,Other / Unclassified,Other,1,5.0,5.0
4,Hawai'i,False Start,Procedural,3,10.0,3.33
4,Hawai'i,Illegal Motion,Other,1,5.0,5.0
4,Hawai'i,Other / Unclassified,Administrative,1,4.0,4.0
4,Hawai'i,Pass Interference,Personal / Contact,1,14.0,14.0
4,Hawai'i,Personal Foul,Personal / Contact,1,0.0,0.0
4,Hawai'i,Roughing the Passer,Personal / Contact,1,0.0,0.0
4,Illinois,Holding,Blocking / Holding,2,12.0,6.0
4,Illinois,Other / Unclassified,Other,1,0.0,0.0
4,Indiana,False Start,Procedural,2,0.0,0.0
4,Indiana,Personal Foul,Personal / Contact,1,0.0,0.0
4,Iowa,Face Mask,Other,1,13.0,13.0
4,Iowa,Holding,Blocking / Holding,2,20.0,10.0
4,Iowa,Offside,Procedural,1,5.0,5.0
4,Iowa,Personal Foul,Personal / Contact,1,0.0,0.0
4,Jacksonville State,Other / Unclassified,Other,4,55.0,13.75
4,James Madison,False Start,Procedural,1,5.0,5.0
4,James Madison,Holding,Blocking / Holding,1,0.0,0.0
4,James Madison,Offside,Procedural,1,5.0,5.0
4,James Madison,Other / Unclassified,Other,1,15.0,15.0
4,James Madison,Pass Interference,Personal / Contact,1,4.0,4.0
4,Kansas,False Start,Procedural,1,5.0,5.0
4,Kansas,Other / Unclassified,Other,2,10.0,5.0
4,Kennesaw State,Holding,Blocking / Holding,3,0.0,0.0
4,Kennesaw State,Other / Unclassified,Other,1,0.0,0.0
4,Kennesaw State,Personal Foul,Personal / Contact,1,0.0,0.0
4,Kennesaw State,Roughing,Personal / Contact,1,0.0,0.0
4,Kent State,Delay of Game,Procedural,1,5.0,5.0
4,Kent State,Face Mask,Other,3,21.0,7.0
4,Kent State,Other / Unclassified,Other,1,0.0,0.0
4,Kent State,Personal Foul,Personal / Contact,1,0.0,0.0
4,Kent State,Roughing the Kicker,Personal / Contact,1,51.0,51.0
4,LSU,False Start,Procedural,4,20.0,5.0
4,LSU,Holding,Blocking / Holding,1,2.0,2.0
4,LSU,Other / Unclassified,Administrative,1,0.0,0.0
4,LSU,Other / Unclassified,Other,1,0.0,0.0
4,LSU,Pass Interference,Personal / Contact,1,15.0,15.0
4,LSU,Targeting,Procedural,1,59.0,59.0
4,Liberty,False Start,Procedural,1,5.0,5.0
4,Liberty,Holding,Blocking / Holding,1,1.0,1.0
4,Liberty,Pass Interference,Personal / Contact,1,15.0,15.0
4,Liberty,Roughing the Passer,Personal / Contact,1,0.0,0.0
4,Louisiana,Delay of Game,Procedural,1,5.0,5.0
4,Louisiana,False Start,Procedural,2,10.0,5.0
4,Louisiana,Holding,Blocking / Holding,2,34.0,17.0
4,Louisiana,Illegal Formation,Procedural,1,5.0,5.0
4,Louisiana,Other / Unclassified,Blocking / Holding,2,13.0,6.5
4,Louisiana,Other / Unclassified,Other,4,30.0,7.5
4,Louisiana,Personal Foul,Personal / Contact,1,52.0,52.0
4,Louisiana,Roughing the Passer,Personal / Contact,1,15.0,15.0
4,Louisiana Tech,Face Mask,Other,1,2.0,2.0
4,Louisiana Tech,False Start,Procedural,1,5.0,5.0
4,Louisiana Tech,Offside,Procedural,3,9.0,3.0
4,Louisiana Tech,Other / Unclassified,Administrative,1,5.0,5.0
4,Louisiana Tech,Pass Interference,Personal / Contact,2,7.0,3.5
4,Louisiana Tech,Roughing the Passer,Personal / Contact,1,0.0,0.0
4,Louisiana Tech,Targeting,Personal / Contact,1,0.0,0.0
4,Louisville,False Start,Procedural,1,5.0,5.0
4,Louisville,Holding,Blocking / Holding,5,60.0,12.0
4,Louisville,Other / Unclassified,Procedural,1,16.0,16.0
4,Louisville,Pass Interference,Personal / Contact,1,15.0,15.0
4,Louisville,Personal Foul,Personal / Contact,2,1.0,0.5
4,Louisville,Roughing the Passer,Personal / Contact,1,15.0,15.0
4,Marshall,False Start,Procedural,3,15.0,5.0
4,Marshall,Holding,Blocking / Holding,2,14.0,7.0
4,Marshall,Other / Unclassified,Other,1,10.0,10.0
4,Marshall,Pass Interference,Personal / Contact,2,27.0,13.5
4,Marshall,Personal Foul,Personal / Contact,1,38.0,38.0
4,Maryland,Other / Unclassified,Administrative,1,5.0,5.0
4,Memphis,Delay of Game,Procedural,1,5.0,5.0
4,Memphis,False Start,Procedural,1,5.0,5.0
4,Memphis,Holding,Blocking / Holding,1,10.0,10.0
4,Memphis,Other / Unclassified,Other,1,9.0,9.0
4,Memphis,Pass Interference,Personal / Contact,1,15.0,15.0
4,Miami,Delay of Game,Procedural,2,10.0,5.0
4,Miami,False Start,Procedural,4,0.0,0.0
4,Miami,Holding,Blocking / Holding,1,10.0,10.0
4,Miami (OH),Holding,Blocking / Holding,2,20.0,10.0
4,Michigan,False Start,Procedural,1,5.0,5.0
4,Michigan,Illegal Formation,Procedural,1,0.0,0.0
4,Michigan State,False Start,Procedural,1,5.0,5.0
4,Michigan State,Holding,Blocking / Holding,1,10.0,10.0
4,Michigan State,Other / Unclassified,Administrative,1,5.0,5.0
4,Michigan State,Other / Unclassified,Other,1,52.0,52.0
4,Michigan State,Pass Interference,Personal / Contact,1,15.0,15.0
4,Middle Tennessee,False Start,Procedural,1,5.0,5.0
4,Middle Tennessee,Holding,Blocking / Holding,5,44.0,8.8
4,Middle Tennessee,Other / Unclassified,Procedural,1,3.0,3.0
4,Middle Tennessee,Pass Interference,Personal / Contact,1,12.0,12.0
4,Mississippi State,Delay of Game,Procedural,1,5.0,5.0
4,Mississippi State,Face Mask,Other,1,15.0,15.0
4,Mississippi State,False Start,Procedural,1,5.0,5.0
4,Mississippi State,Holding,Blocking / Holding,3,41.0,13.67
4,Mississippi State,Illegal Formation,Procedural,1,7.0,7.0
4,Mississippi State,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
4,Missouri,Face Mask,Other,2,23.0,11.5
4,Missouri,False Start,Procedural,1,5.0,5.0
4,Missouri,Holding,Blocking / Holding,2,0.0,0.0
4,Missouri,Offside,Procedural,1,5.0,5.0
4,Missouri,Other / Unclassified,Other,2,0.0,0.0
4,Missouri State,False Start,Procedural,3,15.0,5.0
4,Missouri State,Holding,Blocking / Holding,2,19.0,9.5
4,Missouri State,Other / Unclassified,Other,1,10.0,10.0
4,Missouri State,Pass Interference,Personal / Contact,1,2.0,2.0
4,Missouri State,Targeting,Personal / Contact,1,2.0,2.0
4,Missouri State,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
4,NC State,Roughing the Passer,Personal / Contact,1,0.0,0.0
4,NC State,Unsportsmanlike Conduct,Personal / Contact,2,0.0,0.0
4,Nebraska,Delay of Game,Procedural,1,4.0,4.0
4,Nebraska,False Start,Procedural,1,5.0,5.0
4,Nebraska,Offside,Procedural,1,0.0,0.0
4,Nebraska,Other / Unclassified,Other,2,0.0,0.0
4,Nebraska,Pass Interference,Personal / Contact,2,19.0,9.5
4,Nebraska,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
4,Nevada,Face Mask,Other,1,15.0,15.0
4,Nevada,False Start,Procedural,2,10.0,5.0
4,Nevada,Holding,Blocking / Holding,4,43.0,10.75
4,Nevada,Offside,Procedural,1,5.0,5.0
4,Nevada,Pass Interference,Personal / Contact,3,30.0,10.0
4,Nevada,Personal Foul,Personal / Contact,3,0.0,0.0
4,North Carolina,False Start,Procedural,1,5.0,5.0
4,North Carolina,Holding,Blocking / Holding,2,20.0,10.0
4,North Carolina,Offside,Procedural,2,45.0,22.5
4,North Carolina,Other / Unclassified,Other,1,2.0,2.0
4,North Carolina,Pass Interference,Personal / Contact,1,0.0,0.0
4,North Texas,False Start,Procedural,3,15.0,5.0
4,North Texas,Holding,Blocking / Holding,3,15.0,5.0
4,Northern Illinois,False Start,Procedural,1,5.0,5.0
4,Northern Illinois,Holding,Blocking / Holding,3,34.0,11.33
4,Northern Illinois,Pass Interference,Personal / Contact,1,15.0,15.0
4,Ohio,False Start,Procedural,1,5.0,5.0
