offense,defense,penalty_type,total_penalties,total_yards,average_yards_per_penalty
Southern,Arkansas-Pine Bluff,Offside,3,16.0,5.33
Southern,Fresno State,False Start,3,15.0,5.0
Southern,Mississippi Valley State,False Start,3,0.0,0.0
Southern,North Carolina Central,Pass Interference,3,45.0,15.0
Southern,Alabama State,False Start,2,8.0,4.0
Southern,Alabama State,Holding,2,10.0,5.0
Southern,Alabama State,Other / Unclassified,2,0.0,0.0
Southern,Arkansas-Pine Bluff,Pass Interference,2,45.0,22.5
Southern,Florida A&M,False Start,2,10.0,5.0
Southern,Florida A&M,Other / Unclassified,2,5.0,2.5
Southern,Fresno State,Holding,2,5.0,2.5
Southern,Fresno State,Personal Foul,2,0.0,0.0
Southern,Jackson State,Holding,2,20.0,10.0
Southern,Mississippi Valley State,Holding,2,0.0,0.0
Southern,Prairie View A&M,Other / Unclassified,2,10.0,5.0
Southern,Alcorn State,Other / Unclassified,1,15.0,15.0
Southern,Alcorn State,Personal Foul,1,25.0,25.0
Southern,Alcorn State,Roughing the Passer,1,15.0,15.0
Southern,Arkansas-Pine Bluff,Face Mask,1,21.0,21.0
Southern,Arkansas-Pine Bluff,False Start,1,5.0,5.0
Southern,Arkansas-Pine Bluff,Holding,1,10.0,10.0
Southern,Arkansas-Pine Bluff,Other / Unclassified,1,0.0,0.0
Southern,Arkansas-Pine Bluff,Unsportsmanlike Conduct,1,55.0,55.0
Southern,Florida A&M,Holding,1,10.0,10.0
Southern,Florida A&M,Offside,1,27.0,27.0
Southern,Florida A&M,Pass Interference,1,5.0,5.0
Southern,Fresno State,Delay of Game,1,0.0,0.0
Southern,Fresno State,Illegal Formation,1,5.0,5.0
Southern,Jackson State,Delay of Game,1,5.0,5.0
Southern,Jackson State,Illegal Formation,1,5.0,5.0
Southern,Jackson State,Offside,1,5.0,5.0
Southern,North Carolina Central,Delay of Game,1,5.0,5.0
Southern,North Carolina Central,False Start,1,0.0,0.0
Southern,North Carolina Central,Holding,1,17.0,17.0
Southern,Prairie View A&M,Delay of Game,1,5.0,5.0
Southern,Prairie View A&M,False Start,1,5.0,5.0
Southern,Prairie View A&M,Holding,1,0.0,0.0
Southern,Prairie View A&M,Pass Interference,1,0.0,0.0
Southern,Prairie View A&M,Personal Foul,1,15.0,15.0
Southern Connecticut State,Delaware State,Holding,4,30.0,7.5
Southern Connecticut State,Delaware State,False Start,2,0.0,0.0
Southern Connecticut State,Delaware State,Face Mask,1,15.0,15.0
Southern Connecticut State,Delaware State,Personal Foul,1,0.0,0.0
Southern Connecticut State,Delaware State,Unsportsmanlike Conduct,1,9.0,9.0
Southern Illinois,UT Martin,False Start,4,20.0,5.0
Southern Illinois,Indiana State,False Start,3,15.0,5.0
Southern Illinois,North Dakota State,Other / Unclassified,3,33.0,11.0
Southern Illinois,North Dakota State,Pass Interference,3,35.0,11.67
Southern Illinois,Northern Iowa,False Start,3,11.0,3.67
Southern Illinois,Youngstown State,False Start,3,15.0,5.0
Southern Illinois,Murray State,False Start,2,10.0,5.0
Southern Illinois,North Dakota,False Start,2,10.0,5.0
Southern Illinois,North Dakota State,Holding,2,20.0,10.0
Southern Illinois,Youngstown State,Other / Unclassified,2,20.0,10.0
Southern Illinois,Indiana State,Holding,1,0.0,0.0
Southern Illinois,Murray State,Offside,1,0.0,0.0
Southern Illinois,North Dakota,Delay of Game,1,5.0,5.0
Southern Illinois,North Dakota,Personal Foul,1,15.0,15.0
Southern Illinois,North Dakota State,False Start,1,5.0,5.0
Southern Illinois,Northern Iowa,Holding,1,2.0,2.0
Southern Illinois,Northern Iowa,Offside,1,5.0,5.0
Southern Illinois,Northern Iowa,Roughing the Passer,1,18.0,18.0
Southern Illinois,Purdue,Other / Unclassified,1,15.0,15.0
Southern Illinois,Purdue,Personal Foul,1,0.0,0.0
Southern Illinois,Purdue,Roughing the Passer,1,0.0,0.0
Southern Illinois,Southeast Missouri State,False Start,1,5.0,5.0
Southern Illinois,Southeast Missouri State,Offside,1,5.0,5.0
Southern Illinois,Thomas More College,False Start,1,5.0,5.0
Southern Illinois,Thomas More College,Offside,1,5.0,5.0
Southern Illinois,Thomas More College,Unsportsmanlike Conduct,1,15.0,15.0
Southern Illinois,UT Martin,Holding,1,2.0,2.0
Southern Illinois,UT Martin,Offside,1,5.0,5.0
Southern Illinois,UT Martin,Other / Unclassified,1,0.0,0.0
Southern Illinois,UT Martin,Pass Interference,1,15.0,15.0
Southern Illinois,UT Martin,Targeting,1,4.0,4.0
Southern Illinois,Youngstown State,Delay of Game,1,5.0,5.0
Southern Miss,Georgia Southern,Other / Unclassified,5,19.0,3.8
Southern Miss,Louisiana Tech,Other / Unclassified,4,43.0,10.75
Southern Miss,UL Monroe,Offside,4,20.0,5.0
Southern Miss,App State,False Start,3,15.0,5.0
Southern Miss,App State,Offside,3,0.0,0.0
Southern Miss,Arkansas State,Holding,3,9.0,3.0
Southern Miss,Jackson State,Holding,3,29.0,9.67
Southern Miss,Jackson State,Offside,3,10.0,3.33
Southern Miss,App State,Other / Unclassified,2,15.0,7.5
Southern Miss,App State,Roughing the Passer,2,0.0,0.0
Southern Miss,Arkansas State,Delay of Game,2,10.0,5.0
Southern Miss,Arkansas State,False Start,2,10.0,5.0
Southern Miss,Georgia Southern,False Start,2,10.0,5.0
Southern Miss,Georgia Southern,Holding,2,17.0,8.5
Southern Miss,Georgia Southern,Pass Interference,2,28.0,14.0
Southern Miss,Jacksonville State,Holding,2,10.0,5.0
Southern Miss,Jacksonville State,Other / Unclassified,2,10.0,5.0
Southern Miss,Louisiana,False Start,2,10.0,5.0
Southern Miss,Louisiana,Other / Unclassified,2,57.0,28.5
Southern Miss,Louisiana Tech,Pass Interference,2,7.0,3.5
Southern Miss,Mississippi State,Holding,2,10.0,5.0
Southern Miss,Mississippi State,Pass Interference,2,30.0,15.0
Southern Miss,App State,Delay of Game,1,0.0,0.0
Southern Miss,App State,Pass Interference,1,0.0,0.0
Southern Miss,Arkansas State,Other / Unclassified,1,5.0,5.0
Southern Miss,Georgia Southern,Offside,1,5.0,5.0
Southern Miss,Georgia Southern,Personal Foul,1,15.0,15.0
Southern Miss,Jackson State,Personal Foul,1,15.0,15.0
Southern Miss,Jacksonville State,Delay of Game,1,5.0,5.0
Southern Miss,Jacksonville State,False Start,1,5.0,5.0
Southern Miss,Jacksonville State,Pass Interference,1,13.0,13.0
Southern Miss,Jacksonville State,Personal Foul,1,0.0,0.0
Southern Miss,Louisiana,Holding,1,4.0,4.0
Southern Miss,Louisiana Tech,Delay of Game,1,5.0,5.0
Southern Miss,Louisiana Tech,Roughing the Passer,1,0.0,0.0
Southern Miss,Louisiana Tech,Targeting,1,0.0,0.0
Southern Miss,Mississippi State,Delay of Game,1,5.0,5.0
Southern Miss,Mississippi State,False Start,1,5.0,5.0
Southern Miss,Mississippi State,Personal Foul,1,15.0,15.0
Southern Miss,UL Monroe,Face Mask,1,2.0,2.0
Southern Miss,UL Monroe,Roughing the Passer,1,15.0,15.0
Southern Utah,Austin Peay,Holding,4,93.0,23.25
Southern Utah,West Georgia,False Start,4,20.0,5.0
Southern Utah,Tarleton State,False Start,3,15.0,5.0
Southern Utah,Abilene Christian,Offside,2,10.0,5.0
Southern Utah,Austin Peay,Offside,2,10.0,5.0
Southern Utah,Austin Peay,Personal Foul,2,6.0,3.0
Southern Utah,Eastern Kentucky,False Start,2,10.0,5.0
Southern Utah,Eastern Kentucky,Holding,2,15.0,7.5
Southern Utah,Idaho State,Other / Unclassified,2,15.0,7.5
Southern Utah,San Diego,Holding,2,7.0,3.5
Southern Utah,Tarleton State,Offside,2,1.0,0.5
Southern Utah,West Georgia,Offside,2,7.0,3.5
Southern Utah,Abilene Christian,False Start,1,4.0,4.0
Southern Utah,Abilene Christian,Other / Unclassified,1,5.0,5.0
Southern Utah,Abilene Christian,Personal Foul,1,0.0,0.0
Southern Utah,Austin Peay,Pass Interference,1,15.0,15.0
Southern Utah,Eastern Kentucky,Delay of Game,1,5.0,5.0
Southern Utah,Eastern Kentucky,Other / Unclassified,1,41.0,41.0
Southern Utah,Eastern Kentucky,Personal Foul,1,60.0,60.0
Southern Utah,Eastern Kentucky,Targeting,1,43.0,43.0
Southern Utah,Idaho State,Holding,1,10.0,10.0
Southern Utah,Idaho State,Offside,1,28.0,28.0
Southern Utah,Idaho State,Personal Foul,1,0.0,0.0
Southern Utah,Tarleton State,Delay of Game,1,1.0,1.0
Southern Utah,Tarleton State,Other / Unclassified,1,3.0,3.0
Southern Utah,Tarleton State,Roughing the Passer,1,0.0,0.0
Southern Utah,UC Davis,False Start,1,5.0,5.0
Southern Utah,UC Davis,Holding,1,0.0,0.0
Southern Utah,UC Davis,Illegal Formation,1,38.0,38.0
Southern Utah,UC Davis,Other / Unclassified,1,0.0,0.0
Southern Utah,UC Davis,Personal Foul,1,2.0,2.0
Southern Utah,Utah Tech,Personal Foul,1,13.0,13.0
Southern Utah,West Georgia,Holding,1,0.0,0.0
Southern Utah,West Georgia,Other / Unclassified,1,0.0,0.0
Southern Utah,West Georgia,Pass Interference,1,0.0,0.0
Southern Utah,West Georgia,Unsportsmanlike Conduct,1,0.0,0.0
St. Francis (PA),Central Connecticut,Other / Unclassified,4,30.0,7.5
St. Francis (PA),Central Connecticut,Holding,3,5.0,1.67
St. Francis (PA),Delaware State,False Start,3,15.0,5.0
St. Francis (PA),Mercyhurst,Holding,3,75.0,25.0
St. Francis (PA),Bucknell,Delay of Game,2,9.0,4.5
St. Francis (PA),Buffalo,False Start,2,10.0,5.0
St. Francis (PA),Delaware State,Personal Foul,2,70.0,35.0
St. Francis (PA),Mercyhurst,Pass Interference,2,30.0,15.0
St. Francis (PA),Mercyhurst,Unsportsmanlike Conduct,2,21.0,10.5
St. Francis (PA),Robert Morris,Holding,2,23.0,11.5
St. Francis (PA),Wagner,Personal Foul,2,63.0,31.5
St. Francis (PA),Bucknell,False Start,1,5.0,5.0
St. Francis (PA),Bucknell,Other / Unclassified,1,5.0,5.0
St. Francis (PA),Bucknell,Pass Interference,1,15.0,15.0
St. Francis (PA),Buffalo,Delay of Game,1,5.0,5.0
St. Francis (PA),Buffalo,Other / Unclassified,1,0.0,0.0
St. Francis (PA),Central Connecticut,Face Mask,1,15.0,15.0
St. Francis (PA),Central Connecticut,Personal Foul,1,15.0,15.0
St. Francis (PA),Delaware State,Other / Unclassified,1,5.0,5.0
St. Francis (PA),Delaware State,Unsportsmanlike Conduct,1,8.0,8.0
St. Francis (PA),Duquesne,Delay of Game,1,5.0,5.0
St. Francis (PA),Duquesne,False Start,1,5.0,5.0
St. Francis (PA),Duquesne,Other / Unclassified,1,0.0,0.0
St. Francis (PA),Duquesne,Personal Foul,1,0.0,0.0
St. Francis (PA),Mercyhurst,Delay of Game,1,5.0,5.0
St. Francis (PA),Mercyhurst,Other / Unclassified,1,33.0,33.0
St. Francis (PA),Mercyhurst,Personal Foul,1,15.0,15.0
St. Francis (PA),Robert Morris,False Start,1,5.0,5.0
St. Francis (PA),Robert Morris,Other / Unclassified,1,0.0,0.0
St. Francis (PA),Robert Morris,Pass Interference,1,15.0,15.0
St. Francis (PA),Robert Morris,Personal Foul,1,20.0,20.0
St. Francis (PA),Robert Morris,Unsportsmanlike Conduct,1,2.0,2.0
St. Francis (PA),UL Monroe,False Start,1,5.0,5.0
St. Francis (PA),UL Monroe,Holding,1,28.0,28.0
St. Francis (PA),UL Monroe,Other / Unclassified,1,5.0,5.0
St. Francis (PA),Wagner,False Start,1,5.0,5.0
St. Thomas (MN),Idaho,Holding,4,15.0,3.75
St. Thomas (MN),Idaho,Offside,4,5.0,1.25
St. Thomas (MN),Idaho,Other / Unclassified,3,14.0,4.67
St. Thomas (MN),San Diego,Other / Unclassified,3,5.0,1.67
St. Thomas (MN),Davidson,Other / Unclassified,2,0.0,0.0
St. Thomas (MN),Davidson,Pass Interference,2,0.0,0.0
St. Thomas (MN),Idaho,Face Mask,2,15.0,7.5
St. Thomas (MN),Idaho,Unsportsmanlike Conduct,2,13.0,6.5
St. Thomas (MN),Lindenwood,Personal Foul,2,3.0,1.5
St. Thomas (MN),Marist,Delay of Game,2,5.0,2.5
St. Thomas (MN),Marist,Holding,2,3.0,1.5
St. Thomas (MN),Marist,Pass Interference,2,30.0,15.0
St. Thomas (MN),San Diego,Holding,2,50.0,25.0
St. Thomas (MN),San Diego,Pass Interference,2,0.0,0.0
St. Thomas (MN),Stetson,False Start,2,10.0,5.0
St. Thomas (MN),Stetson,Holding,2,74.0,37.0
St. Thomas (MN),Stetson,Offside,2,7.0,3.5
St. Thomas (MN),Butler,Other / Unclassified,1,0.0,0.0
St. Thomas (MN),Butler,Pass Interference,1,0.0,0.0
St. Thomas (MN),Davidson,Personal Foul,1,0.0,0.0
St. Thomas (MN),Davidson,Unsportsmanlike Conduct,1,0.0,0.0
St. Thomas (MN),Drake,Delay of Game,1,2.0,2.0
St. Thomas (MN),Drake,Face Mask,1,4.0,4.0
St. Thomas (MN),Drake,Pass Interference,1,13.0,13.0
St. Thomas (MN),Idaho,Pass Interference,1,7.0,7.0
St. Thomas (MN),Idaho,Roughing,1,0.0,0.0
St. Thomas (MN),Idaho,Roughing the Passer,1,0.0,0.0
St. Thomas (MN),Lindenwood,Delay of Game,1,0.0,0.0
St. Thomas (MN),Lindenwood,Face Mask,1,15.0,15.0
St. Thomas (MN),Lindenwood,False Start,1,0.0,0.0
St. Thomas (MN),Lindenwood,Other / Unclassified,1,0.0,0.0
St. Thomas (MN),Lindenwood,Pass Interference,1,0.0,0.0
St. Thomas (MN),Lindenwood,Unsportsmanlike Conduct,1,0.0,0.0
St. Thomas (MN),Marist,Other / Unclassified,1,0.0,0.0
St. Thomas (MN),Northern Michigan,Holding,1,9.0,9.0
St. Thomas (MN),Northern Michigan,Pass Interference,1,1.0,1.0
St. Thomas (MN),Northern Michigan,Unsportsmanlike Conduct,1,0.0,0.0
St. Thomas (MN),San Diego,False Start,1,0.0,0.0
St. Thomas (MN),Valparaiso,Illegal Motion,1,0.0,0.0
St. Thomas (MN),Valparaiso,Roughing,1,0.0,0.0
Stanford,SMU,Holding,4,29.0,7.25
Stanford,Boston College,Other / Unclassified,3,15.0,5.0
Stanford,SMU,False Start,3,15.0,5.0
Stanford,BYU,False Start,2,0.0,0.0
Stanford,Florida State,Offside,2,35.0,17.5
Stanford,Florida State,Pass Interference,2,17.0,8.5
Stanford,Miami,Offside,2,10.0,5.0
Stanford,Miami,Other / Unclassified,2,41.0,20.5
Stanford,North Carolina,Other / Unclassified,2,44.0,22.0
Stanford,North Carolina,Pass Interference,2,22.0,11.0
Stanford,Pittsburgh,Holding,2,70.0,35.0
Stanford,SMU,Offside,2,52.0,26.0
Stanford,San José State,Delay of Game,2,10.0,5.0
Stanford,San José State,False Start,2,10.0,5.0
Stanford,San José State,Holding,2,10.0,5.0
Stanford,San José State,Other / Unclassified,2,13.0,6.5
Stanford,BYU,Delay of Game,1,0.0,0.0
Stanford,Boston College,False Start,1,5.0,5.0
Stanford,Boston College,Offside,1,5.0,5.0
Stanford,Boston College,Pass Interference,1,9.0,9.0
Stanford,Florida State,Delay of Game,1,5.0,5.0
Stanford,Florida State,Holding,1,7.0,7.0
Stanford,Florida State,Other / Unclassified,1,10.0,10.0
Stanford,Florida State,Roughing the Passer,1,15.0,15.0
Stanford,Hawai'i,Delay of Game,1,0.0,0.0
Stanford,Hawai'i,Face Mask,1,15.0,15.0
Stanford,Hawai'i,Holding,1,0.0,0.0
Stanford,Hawai'i,Other / Unclassified,1,13.0,13.0
Stanford,Hawai'i,Pass Interference,1,0.0,0.0
Stanford,Hawai'i,Personal Foul,1,0.0,0.0
Stanford,Hawai'i,Roughing,1,0.0,0.0
Stanford,Miami,Holding,1,0.0,0.0
Stanford,Miami,Pass Interference,1,10.0,10.0
Stanford,North Carolina,False Start,1,5.0,5.0
Stanford,North Carolina,Holding,1,7.0,7.0
Stanford,North Carolina,Illegal Motion,1,42.0,42.0
Stanford,North Carolina,Offside,1,1.0,1.0
Stanford,North Carolina,Unsportsmanlike Conduct,1,13.0,13.0
Stanford,Pittsburgh,False Start,1,5.0,5.0
Stanford,Pittsburgh,Offside,1,5.0,5.0
Stanford,Pittsburgh,Personal Foul,1,0.0,0.0
Stanford,Pittsburgh,Unsportsmanlike Conduct,1,25.0,25.0
Stanford,SMU,Other / Unclassified,1,5.0,5.0
Stanford,SMU,Pass Interference,1,4.0,4.0
Stanford,SMU,Personal Foul,1,7.0,7.0
Stanford,SMU,Unsportsmanlike Conduct,1,0.0,0.0
Stanford,San José State,Pass Interference,1,13.0,13.0
Stanford,Virginia,Delay of Game,1,5.0,5.0
Stephen F. Austin,Houston Christian,False Start,7,35.0,5.0
Stephen F. Austin,McNeese,Holding,5,56.0,11.2
Stephen F. Austin,East Texas A&M,Other / Unclassified,3,41.0,13.67
Stephen F. Austin,Abilene Christian,Holding,2,3.0,1.5
Stephen F. Austin,Abilene Christian,Offside,2,5.0,2.5
Stephen F. Austin,Houston,Holding,2,1.0,0.5
Stephen F. Austin,Houston,Personal Foul,2,0.0,0.0
Stephen F. Austin,Incarnate Word,False Start,2,0.0,0.0
Stephen F. Austin,Sul Ross State,Offside,2,0.0,0.0
Stephen F. Austin,Sul Ross State,Other / Unclassified,2,3.0,1.5
Stephen F. Austin,Abilene Christian,Unsportsmanlike Conduct,1,12.0,12.0
Stephen F. Austin,Cal Poly,False Start,1,5.0,5.0
Stephen F. Austin,Cal Poly,Holding,1,10.0,10.0
Stephen F. Austin,Cal Poly,Other / Unclassified,1,15.0,15.0
Stephen F. Austin,Cal Poly,Pass Interference,1,15.0,15.0
Stephen F. Austin,East Texas A&M,False Start,1,5.0,5.0
Stephen F. Austin,East Texas A&M,Holding,1,6.0,6.0
Stephen F. Austin,East Texas A&M,Offside,1,0.0,0.0
Stephen F. Austin,East Texas A&M,Pass Interference,1,10.0,10.0
Stephen F. Austin,East Texas A&M,Unsportsmanlike Conduct,1,15.0,15.0
Stephen F. Austin,Houston,Delay of Game,1,0.0,0.0
Stephen F. Austin,Houston,Illegal Formation,1,0.0,0.0
Stephen F. Austin,Houston,Other / Unclassified,1,0.0,0.0
Stephen F. Austin,Houston,Pass Interference,1,0.0,0.0
Stephen F. Austin,Houston Christian,Delay of Game,1,5.0,5.0
Stephen F. Austin,Houston Christian,Holding,1,6.0,6.0
Stephen F. Austin,Houston Christian,Illegal Formation,1,4.0,4.0
Stephen F. Austin,Houston Christian,Offside,1,2.0,2.0
Stephen F. Austin,Houston Christian,Other / Unclassified,1,15.0,15.0
Stephen F. Austin,Houston Christian,Pass Interference,1,15.0,15.0
Stephen F. Austin,Houston Christian,Personal Foul,1,44.0,44.0
Stephen F. Austin,Incarnate Word,Delay of Game,1,0.0,0.0
Stephen F. Austin,Incarnate Word,Face Mask,1,15.0,15.0
Stephen F. Austin,Incarnate Word,Other / Unclassified,1,0.0,0.0
Stephen F. Austin,Incarnate Word,Unsportsmanlike Conduct,1,0.0,0.0
Stephen F. Austin,McNeese,Face Mask,1,2.0,2.0
Stephen F. Austin,McNeese,Unsportsmanlike Conduct,1,15.0,15.0
Stephen F. Austin,Nicholls,False Start,1,5.0,5.0
Stephen F. Austin,Nicholls,Holding,1,0.0,0.0
Stephen F. Austin,Nicholls,Offside,1,2.0,2.0
Stephen F. Austin,Nicholls,Pass Interference,1,0.0,0.0
Stephen F. Austin,Nicholls,Personal Foul,1,4.0,4.0
Stephen F. Austin,Sul Ross State,Unsportsmanlike Conduct,1,0.0,0.0
Stephen F. Austin,UT Rio Grande Valley,Holding,1,65.0,65.0
Stephen F. Austin,UT Rio Grande Valley,Personal Foul,1,9.0,9.0
Stetson,Warner University,Other / Unclassified,10,31.0,3.1
Stetson,Warner University,Holding,6,20.0,3.33
Stetson,Morehead State,Holding,3,0.0,0.0
Stetson,Webber International,False Start,3,0.0,0.0
Stetson,Davidson,Face Mask,2,30.0,15.0
Stetson,Dayton,Pass Interference,2,15.0,7.5
Stetson,Harvard,False Start,2,0.0,0.0
Stetson,Marist,False Start,2,10.0,5.0
Stetson,Marist,Other / Unclassified,2,5.0,2.5
Stetson,Marist,Pass Interference,2,26.0,13.0
Stetson,Morehead State,Delay of Game,2,0.0,0.0
Stetson,St. Thomas (MN),Other / Unclassified,2,51.0,25.5
Stetson,Chattanooga,Face Mask,1,15.0,15.0
Stetson,Chattanooga,Holding,1,0.0,0.0
Stetson,Chattanooga,Other / Unclassified,1,0.0,0.0
Stetson,Dayton,False Start,1,5.0,5.0
Stetson,Dayton,Other / Unclassified,1,0.0,0.0
Stetson,Harvard,Holding,1,0.0,0.0
Stetson,Harvard,Illegal Formation,1,5.0,5.0
Stetson,Harvard,Other / Unclassified,1,0.0,0.0
Stetson,Marist,Illegal Formation,1,2.0,2.0
Stetson,Marist,Personal Foul,1,39.0,39.0
Stetson,Morehead State,Personal Foul,1,0.0,0.0
Stetson,Morehead State,Roughing,1,0.0,0.0
Stetson,Presbyterian,False Start,1,5.0,5.0
Stetson,Presbyterian,Offside,1,0.0,0.0
Stetson,Presbyterian,Other / Unclassified,1,15.0,15.0
Stetson,St. Thomas (MN),Holding,1,4.0,4.0
Stetson,St. Thomas (MN),Offside,1,36.0,36.0
Stetson,St. Thomas (MN),Pass Interference,1,16.0,16.0
Stetson,St. Thomas (MN),Roughing the Passer,1,15.0,15.0
Stetson,Warner University,Delay of Game,1,5.0,5.0
Stetson,Warner University,False Start,1,5.0,5.0
Stetson,Webber International,Holding,1,0.0,0.0
Stetson,Webber International,Pass Interference,1,0.0,0.0
Stonehill,Long Island University,False Start,6,26.0,4.33
Stonehill,Central Connecticut,Holding,3,65.0,21.67
Stonehill,Lafayette,Personal Foul,3,15.0,5.0
Stonehill,Long Island University,Personal Foul,3,15.0,5.0
Stonehill,Sacred Heart,False Start,3,15.0,5.0
Stonehill,Yale,Holding,3,0.0,0.0
Stonehill,Duquesne,False Start,2,0.0,0.0
Stonehill,Duquesne,Personal Foul,2,5.0,2.5
Stonehill,Long Island University,Face Mask,2,9.0,4.5
Stonehill,Long Island University,Other / Unclassified,2,1.0,0.5
Stonehill,Maine,False Start,2,0.0,0.0
Stonehill,Maine,Pass Interference,2,0.0,0.0
Stonehill,Mercyhurst,Delay of Game,2,10.0,5.0
Stonehill,Mercyhurst,Unsportsmanlike Conduct,2,19.0,9.5
Stonehill,Sacred Heart,Other / Unclassified,2,48.0,24.0
Stonehill,Yale,False Start,2,0.0,0.0
Stonehill,Yale,Pass Interference,2,0.0,0.0
Stonehill,Yale,Unsportsmanlike Conduct,2,0.0,0.0
Stonehill,Central Connecticut,Pass Interference,1,15.0,15.0
Stonehill,Central Connecticut,Personal Foul,1,4.0,4.0
Stonehill,Duquesne,Face Mask,1,15.0,15.0
Stonehill,Duquesne,Holding,1,0.0,0.0
Stonehill,Duquesne,Other / Unclassified,1,0.0,0.0
Stonehill,Duquesne,Pass Interference,1,0.0,0.0
Stonehill,Lafayette,Holding,1,0.0,0.0
Stonehill,Lafayette,Other / Unclassified,1,5.0,5.0
Stonehill,Long Island University,Unsportsmanlike Conduct,1,15.0,15.0
Stonehill,Maine,Holding,1,0.0,0.0
Stonehill,Maine,Roughing,1,0.0,0.0
Stonehill,Mercyhurst,Offside,1,58.0,58.0
Stonehill,Mercyhurst,Personal Foul,1,1.0,1.0
Stonehill,Mercyhurst,Roughing the Passer,1,30.0,30.0
Stonehill,Pennsylvania,Face Mask,1,10.0,10.0
Stonehill,Pennsylvania,False Start,1,5.0,5.0
Stonehill,Pennsylvania,Offside,1,5.0,5.0
Stonehill,Pennsylvania,Other / Unclassified,1,10.0,10.0
Stonehill,Pennsylvania,Pass Interference,1,0.0,0.0
Stonehill,Pennsylvania,Personal Foul,1,15.0,15.0
Stonehill,Robert Morris,Illegal Motion,1,2.0,2.0
Stonehill,Robert Morris,Offside,1,9.0,9.0
Stonehill,Robert Morris,Pass Interference,1,11.0,11.0
Stonehill,Robert Morris,Personal Foul,1,4.0,4.0
Stonehill,Sacred Heart,Holding,1,10.0,10.0
Stonehill,Yale,Face Mask,1,15.0,15.0
Stonehill,Yale,Other / Unclassified,1,0.0,0.0
Stony Brook,Merrimack,Pass Interference,5,65.0,13.0
Stony Brook,Rhode Island,Holding,4,23.0,5.75
Stony Brook,Fordham,Holding,3,26.0,8.67
Stony Brook,Towson,Holding,3,51.0,17.0
Stony Brook,UAlbany,Holding,3,20.0,6.67
Stony Brook,Fordham,Offside,2,64.0,32.0
Stony Brook,Lindenwood,Other / Unclassified,2,50.0,25.0
Stony Brook,Maine,Other / Unclassified,2,42.0,21.0
Stony Brook,Merrimack,Holding,2,3.0,1.5
Stony Brook,Monmouth,Other / Unclassified,2,0.0,0.0
Stony Brook,North Carolina A&T,False Start,2,10.0,5.0
Stony Brook,North Carolina A&T,Offside,2,30.0,15.0
Stony Brook,Rhode Island,False Start,2,10.0,5.0
Stony Brook,Rhode Island,Personal Foul,2,15.0,7.5
Stony Brook,San Diego State,False Start,2,10.0,5.0
Stony Brook,San Diego State,Other / Unclassified,2,11.0,5.5
Stony Brook,Towson,Pass Interference,2,13.0,6.5
Stony Brook,UAlbany,Pass Interference,2,39.0,19.5
Stony Brook,Fordham,False Start,1,5.0,5.0
Stony Brook,Fordham,Pass Interference,1,0.0,0.0
Stony Brook,Fordham,Personal Foul,1,15.0,15.0
Stony Brook,Lindenwood,Holding,1,0.0,0.0
Stony Brook,Lindenwood,Personal Foul,1,0.0,0.0
Stony Brook,Maine,Offside,1,21.0,21.0
Stony Brook,Maine,Pass Interference,1,5.0,5.0
Stony Brook,Maine,Personal Foul,1,15.0,15.0
Stony Brook,Maine,Roughing the Passer,1,5.0,5.0
Stony Brook,Merrimack,False Start,1,5.0,5.0
Stony Brook,Merrimack,Offside,1,2.0,2.0
Stony Brook,Merrimack,Personal Foul,1,5.0,5.0
Stony Brook,Monmouth,Offside,1,0.0,0.0
Stony Brook,North Carolina A&T,Holding,1,2.0,2.0
Stony Brook,North Carolina A&T,Personal Foul,1,35.0,35.0
Stony Brook,North Carolina A&T,Unsportsmanlike Conduct,1,7.0,7.0
Stony Brook,Rhode Island,Offside,1,5.0,5.0
Stony Brook,Rhode Island,Other / Unclassified,1,0.0,0.0
Stony Brook,San Diego State,Holding,1,10.0,10.0
Stony Brook,San Diego State,Unsportsmanlike Conduct,1,15.0,15.0
Stony Brook,Towson,False Start,1,5.0,5.0
Stony Brook,Towson,Personal Foul,1,44.0,44.0
Stony Brook,UAlbany,Face Mask,1,14.0,14.0
Stony Brook,UAlbany,Other / Unclassified,1,1.0,1.0
Sul Ross State,Stephen F. Austin,False Start,3,8.0,2.67
Sul Ross State,UT Rio Grande Valley,False Start,3,0.0,0.0
Sul Ross State,Stephen F. Austin,Face Mask,2,18.0,9.0
Sul Ross State,Stephen F. Austin,Pass Interference,2,27.0,13.5
Sul Ross State,Stephen F. Austin,Delay of Game,1,5.0,5.0
Sul Ross State,Stephen F. Austin,Roughing the Kicker,1,43.0,43.0
Sul Ross State,UT Rio Grande Valley,Delay of Game,1,0.0,0.0
Sul Ross State,UT Rio Grande Valley,Illegal Formation,1,0.0,0.0
Sul Ross State,UT Rio Grande Valley,Other / Unclassified,1,14.0,14.0
Sul Ross State,UT Rio Grande Valley,Personal Foul,1,0.0,0.0
Syracuse,Duke,Pass Interference,5,34.0,6.8
Syracuse,Pittsburgh,Holding,5,33.0,6.6
Syracuse,Georgia Tech,False Start,3,15.0,5.0
Syracuse,Miami,False Start,3,15.0,5.0
Syracuse,North Carolina,Delay of Game,3,15.0,5.0
Syracuse,Pittsburgh,False Start,3,15.0,5.0
Syracuse,Clemson,False Start,2,10.0,5.0
Syracuse,Clemson,Roughing the Passer,2,15.0,7.5
