week,drawn_team,penalty_type,penalty_category,total_penalties,total_yards,avg_yards_per_penalty
2,Temple,Delay of Game,Procedural,1,5.0,5.0
2,Temple,Face Mask,Other,1,11.0,11.0
2,Temple,False Start,Procedural,1,5.0,5.0
2,Temple,Holding,Blocking / Holding,1,10.0,10.0
2,Temple,Other / Unclassified,Administrative,1,5.0,5.0
2,Temple,Personal Foul,Personal / Contact,1,9.0,9.0
2,Temple,Roughing the Passer,Personal / Contact,1,0.0,0.0
2,Tennessee,Delay of Game,Procedural,2,5.0,2.5
2,Tennessee,False Start,Procedural,1,5.0,5.0
2,Tennessee,Holding,Blocking / Holding,1,10.0,10.0
2,Tennessee,Illegal Formation,Procedural,1,45.0,45.0
2,Tennessee,Offside,Procedural,1,5.0,5.0
2,Tennessee,Other / Unclassified,Blocking / Holding,1,0.0,0.0
2,Texas,Holding,Blocking / Holding,1,10.0,10.0
2,Texas,Other / Unclassified,Other,1,10.0,10.0
2,Texas,Other / Unclassified,Procedural,1,5.0,5.0
2,Texas,Roughing,Personal / Contact,1,15.0,15.0
2,Texas,Roughing the Kicker,Personal / Contact,1,37.0,37.0
2,Texas A&M,Delay of Game,Procedural,1,5.0,5.0
2,Texas A&M,False Start,Procedural,1,5.0,5.0
2,Texas A&M,Holding,Blocking / Holding,2,25.0,12.5
2,Texas A&M,Illegal Formation,Procedural,2,10.0,5.0
2,Texas A&M,Other / Unclassified,Other,1,7.0,7.0
2,Texas State,False Start,Procedural,1,5.0,5.0
2,Texas State,Holding,Blocking / Holding,3,17.0,5.67
2,Texas State,Other / Unclassified,Administrative,1,5.0,5.0
2,Texas Tech,Holding,Blocking / Holding,1,8.0,8.0
2,Texas Tech,Offside,Procedural,1,2.0,2.0
2,Texas Tech,Pass Interference,Procedural,1,15.0,15.0
2,Toledo,False Start,Procedural,1,5.0,5.0
2,Toledo,Holding,Blocking / Holding,1,6.0,6.0
2,Toledo,Other / Unclassified,Other,1,15.0,15.0
2,Troy,False Start,Procedural,1,5.0,5.0
2,Troy,Holding,Blocking / Holding,2,26.0,13.0
2,Troy,Pass Interference,Personal / Contact,1,4.0,4.0
2,Troy,Unsportsmanlike Conduct,Personal / Contact,2,15.0,7.5
2,Tulane,Delay of Game,Procedural,1,5.0,5.0
2,Tulane,Face Mask,Other,1,15.0,15.0
2,Tulane,False Start,Procedural,1,5.0,5.0
2,Tulane,Other / Unclassified,Administrative,1,0.0,0.0
2,Tulane,Roughing the Passer,Personal / Contact,1,15.0,15.0
2,Tulsa,False Start,Procedural,1,5.0,5.0
2,Tulsa,Holding,Blocking / Holding,2,1.0,0.5
2,Tulsa,Illegal Formation,Procedural,3,27.0,9.0
2,Tulsa,Other / Unclassified,Other,3,10.0,3.33
2,UAB,False Start,Procedural,1,5.0,5.0
2,UAB,Holding,Blocking / Holding,2,6.0,3.0
2,UAB,Other / Unclassified,Other,3,0.0,0.0
2,UAB,Unsportsmanlike Conduct,Personal / Contact,1,7.0,7.0
2,UCF,Delay of Game,Procedural,1,5.0,5.0
2,UCF,False Start,Procedural,3,15.0,5.0
2,UCF,Other / Unclassified,Other,2,15.0,7.5
2,UCLA,Face Mask,Other,1,9.0,9.0
2,UCLA,False Start,Procedural,1,5.0,5.0
2,UCLA,Holding,Blocking / Holding,2,20.0,10.0
2,UCLA,Offside,Procedural,4,79.0,19.75
2,UCLA,Other / Unclassified,Administrative,1,43.0,43.0
2,UCLA,Other / Unclassified,Procedural,1,10.0,10.0
2,UCLA,Pass Interference,Personal / Contact,2,25.0,12.5
2,UCLA,Personal Foul,Personal / Contact,1,2.0,2.0
2,UCLA,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
2,UConn,Delay of Game,Procedural,1,5.0,5.0
2,UConn,False Start,Procedural,1,5.0,5.0
2,UConn,Offside,Procedural,1,5.0,5.0
2,UConn,Other / Unclassified,Administrative,1,0.0,0.0
2,UConn,Other / Unclassified,Blocking / Holding,1,10.0,10.0
2,UL Monroe,False Start,Procedural,1,5.0,5.0
2,UL Monroe,Holding,Blocking / Holding,3,34.0,11.33
2,UL Monroe,Other / Unclassified,Procedural,1,3.0,3.0
2,UL Monroe,Pass Interference,Personal / Contact,1,42.0,42.0
2,UNLV,False Start,Procedural,2,10.0,5.0
2,UNLV,Holding,Blocking / Holding,4,18.0,4.5
2,UNLV,Pass Interference,Personal / Contact,3,38.0,12.67
2,UNLV,Personal Foul,Personal / Contact,1,12.0,12.0
2,UNLV,Unsportsmanlike Conduct,Personal / Contact,2,28.0,14.0
2,USC,Other / Unclassified,Other,1,0.0,0.0
2,USC,Pass Interference,Personal / Contact,1,15.0,15.0
2,UTSA,Holding,Blocking / Holding,1,16.0,16.0
2,UTSA,Other / Unclassified,Administrative,1,5.0,5.0
2,UTSA,Other / Unclassified,Other,2,20.0,10.0
2,UTSA,Pass Interference,Personal / Contact,3,45.0,15.0
2,Utah,Delay of Game,Procedural,2,10.0,5.0
2,Utah,False Start,Procedural,2,0.0,0.0
2,Utah State,Face Mask,Other,1,15.0,15.0
2,Utah State,Holding,Blocking / Holding,1,10.0,10.0
2,Utah State,Offside,Procedural,2,0.0,0.0
2,Utah State,Pass Interference,Personal / Contact,2,19.0,9.5
2,Utah State,Personal Foul,Personal / Contact,2,0.0,0.0
2,Utah State,Roughing,Personal / Contact,1,15.0,15.0
2,Vanderbilt,False Start,Procedural,1,5.0,5.0
2,Vanderbilt,Holding,Blocking / Holding,2,0.0,0.0
2,Vanderbilt,Other / Unclassified,Other,2,6.0,3.0
2,Vanderbilt,Pass Interference,Personal / Contact,1,15.0,15.0
2,Virginia,Other / Unclassified,Other,1,0.0,0.0
2,Virginia Tech,Delay of Game,Procedural,1,5.0,5.0
2,Virginia Tech,False Start,Procedural,2,9.0,4.5
2,Virginia Tech,Holding,Blocking / Holding,4,27.0,6.75
2,Virginia Tech,Offside,Procedural,2,3.0,1.5
2,Virginia Tech,Other / Unclassified,Administrative,4,21.0,5.25
2,Virginia Tech,Pass Interference,Personal / Contact,2,0.0,0.0
2,Virginia Tech,Roughing the Passer,Personal / Contact,1,0.0,0.0
2,Wake Forest,Delay of Game,Procedural,1,3.0,3.0
2,Wake Forest,Face Mask,Other,1,6.0,6.0
2,Wake Forest,False Start,Procedural,1,5.0,5.0
2,Washington,Delay of Game,Procedural,1,5.0,5.0
2,Washington,Illegal Formation,Procedural,1,0.0,0.0
2,Washington,Offside,Procedural,3,0.0,0.0
2,Washington State,False Start,Procedural,2,10.0,5.0
2,Washington State,Offside,Procedural,2,51.0,25.5
2,Washington State,Other / Unclassified,Administrative,1,5.0,5.0
2,West Virginia,Delay of Game,Procedural,4,20.0,5.0
2,West Virginia,False Start,Procedural,2,10.0,5.0
2,West Virginia,Holding,Blocking / Holding,4,30.0,7.5
2,West Virginia,Other / Unclassified,Procedural,1,0.0,0.0
2,West Virginia,Pass Interference,Personal / Contact,2,30.0,15.0
2,West Virginia,Roughing the Passer,Personal / Contact,1,15.0,15.0
2,Western Kentucky,Delay of Game,Procedural,1,5.0,5.0
2,Western Kentucky,False Start,Procedural,3,15.0,5.0
2,Western Kentucky,Holding,Blocking / Holding,2,11.0,5.5
2,Western Kentucky,Pass Interference,Personal / Contact,2,30.0,15.0
2,Western Kentucky,Roughing the Passer,Personal / Contact,1,15.0,15.0
2,Western Michigan,False Start,Procedural,3,0.0,0.0
2,Western Michigan,Holding,Blocking / Holding,3,6.0,2.0
2,Western Michigan,Illegal Formation,Procedural,1,5.0,5.0
2,Western Michigan,Other / Unclassified,Other,2,0.0,0.0
2,Western Michigan,Pass Interference,Personal / Contact,2,29.0,14.5
2,Western Michigan,Unsportsmanlike Conduct,Personal / Contact,3,2.0,0.67
2,Wisconsin,Delay of Game,Other,1,5.0,5.0
2,Wisconsin,Delay of Game,Procedural,1,5.0,5.0
2,Wisconsin,Other / Unclassified,Other,3,31.0,10.33
2,Wisconsin,Other / Unclassified,Procedural,1,1.0,1.0
2,Wyoming,False Start,Procedural,2,10.0,5.0
2,Wyoming,Holding,Blocking / Holding,5,11.0,2.2
2,Wyoming,Illegal Formation,Procedural,1,54.0,54.0
2,Wyoming,Illegal Motion,Other,1,6.0,6.0
2,Wyoming,Offside,Procedural,1,5.0,5.0
2,Wyoming,Other / Unclassified,Other,4,15.0,3.75
3,Air Force,False Start,Procedural,1,0.0,0.0
3,Air Force,Holding,Blocking / Holding,1,0.0,0.0
3,Air Force,Other / Unclassified,Administrative,2,10.0,5.0
3,Air Force,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
3,Akron,False Start,Procedural,1,5.0,5.0
3,Akron,Holding,Blocking / Holding,2,0.0,0.0
3,Akron,Other / Unclassified,Other,1,0.0,0.0
3,Akron,Personal Foul,Personal / Contact,1,0.0,0.0
3,Alabama,Holding,Blocking / Holding,1,0.0,0.0
3,Alabama,Other / Unclassified,Other,1,0.0,0.0
3,Alabama,Pass Interference,Personal / Contact,1,7.0,7.0
3,Alabama,Personal Foul,Personal / Contact,1,3.0,3.0
3,App State,Delay of Game,Procedural,1,0.0,0.0
3,App State,False Start,Procedural,4,20.0,5.0
3,App State,Offside,Procedural,1,0.0,0.0
3,App State,Other / Unclassified,Other,2,15.0,7.5
3,App State,Pass Interference,Procedural,1,0.0,0.0
3,App State,Unsportsmanlike Conduct,Personal / Contact,1,9.0,9.0
3,Arizona State,Other / Unclassified,Other,1,10.0,10.0
3,Arkansas,Delay of Game,Procedural,1,5.0,5.0
3,Arkansas,Face Mask,Other,1,15.0,15.0
3,Arkansas,False Start,Procedural,1,1.0,1.0
3,Arkansas,Holding,Blocking / Holding,3,29.0,9.67
3,Arkansas,Offside,Procedural,1,2.0,2.0
3,Arkansas,Pass Interference,Personal / Contact,2,23.0,11.5
3,Arkansas State,Holding,Blocking / Holding,3,0.0,0.0
3,Auburn,False Start,Procedural,2,10.0,5.0
3,Auburn,Illegal Formation,Procedural,2,4.0,2.0
3,Auburn,Offside,Procedural,1,5.0,5.0
3,Auburn,Pass Interference,Personal / Contact,2,15.0,7.5
3,Ball State,Face Mask,Other,1,15.0,15.0
3,Ball State,False Start,Procedural,1,5.0,5.0
3,Ball State,Holding,Blocking / Holding,1,7.0,7.0
3,Ball State,Offside,Procedural,1,11.0,11.0
3,Ball State,Personal Foul,Personal / Contact,1,0.0,0.0
3,Baylor,False Start,Procedural,1,5.0,5.0
3,Baylor,Roughing the Passer,Personal / Contact,1,0.0,0.0
3,Boston College,False Start,Procedural,1,5.0,5.0
3,Boston College,Offside,Procedural,1,5.0,5.0
3,Boston College,Other / Unclassified,Administrative,2,5.0,2.5
3,Boston College,Other / Unclassified,Other,1,10.0,10.0
3,Boston College,Pass Interference,Personal / Contact,1,9.0,9.0
3,Bowling Green,False Start,Procedural,1,0.0,0.0
3,Bowling Green,Holding,Blocking / Holding,6,118.0,19.67
3,Bowling Green,Other / Unclassified,Other,1,10.0,10.0
3,Bowling Green,Personal Foul,Personal / Contact,1,15.0,15.0
3,Bowling Green,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
3,Buffalo,Face Mask,Other,1,13.0,13.0
3,Buffalo,False Start,Procedural,3,12.0,4.0
3,Buffalo,Holding,Blocking / Holding,1,10.0,10.0
3,Buffalo,Illegal Formation,Procedural,1,0.0,0.0
3,Buffalo,Other / Unclassified,Other,1,0.0,0.0
3,Buffalo,Personal Foul,Personal / Contact,1,20.0,20.0
3,California,Delay of Game,Procedural,1,0.0,0.0
3,California,False Start,Procedural,2,0.0,0.0
3,California,Holding,Blocking / Holding,4,0.0,0.0
3,California,Pass Interference,Personal / Contact,2,0.0,0.0
3,California,Personal Foul,Personal / Contact,1,0.0,0.0
3,Central Michigan,Face Mask,Other,1,10.0,10.0
3,Central Michigan,Holding,Blocking / Holding,2,0.0,0.0
3,Central Michigan,Other / Unclassified,Other,1,0.0,0.0
3,Central Michigan,Pass Interference,Personal / Contact,1,6.0,6.0
3,Charlotte,Face Mask,Other,2,30.0,15.0
3,Charlotte,False Start,Procedural,2,10.0,5.0
3,Charlotte,Holding,Blocking / Holding,2,10.0,5.0
3,Charlotte,Pass Interference,Personal / Contact,1,15.0,15.0
3,Cincinnati,False Start,Procedural,1,5.0,5.0
3,Cincinnati,Pass Interference,Personal / Contact,1,0.0,0.0
3,Clemson,False Start,Procedural,1,5.0,5.0
3,Coastal Carolina,Delay of Game,Procedural,1,2.0,2.0
3,Coastal Carolina,False Start,Procedural,2,10.0,5.0
3,Coastal Carolina,Other / Unclassified,Administrative,1,5.0,5.0
3,Coastal Carolina,Pass Interference,Personal / Contact,1,15.0,15.0
3,Colorado,False Start,Procedural,1,5.0,5.0
3,Colorado,Holding,Blocking / Holding,3,10.0,3.33
3,Colorado,Other / Unclassified,Other,1,0.0,0.0
3,Colorado,Pass Interference,Personal / Contact,1,15.0,15.0
3,Colorado,Roughing the Passer,Personal / Contact,2,0.0,0.0
3,Delaware,False Start,Procedural,1,5.0,5.0
3,Delaware,Holding,Blocking / Holding,3,38.0,12.67
3,Duke,Holding,Blocking / Holding,1,1.0,1.0
3,Duke,Illegal Formation,Procedural,1,0.0,0.0
3,Duke,Other / Unclassified,Other,1,5.0,5.0
3,Duke,Personal Foul,Personal / Contact,1,0.0,0.0
3,Duke,Roughing the Kicker,Personal / Contact,1,41.0,41.0
3,Duke,Roughing the Passer,Personal / Contact,1,0.0,0.0
3,Duke,Unsportsmanlike Conduct,Personal / Contact,2,0.0,0.0
3,East Carolina,Delay of Game,Procedural,1,5.0,5.0
3,East Carolina,False Start,Procedural,1,5.0,5.0
3,East Carolina,Holding,Blocking / Holding,2,57.0,28.5
3,East Carolina,Other / Unclassified,Procedural,1,5.0,5.0
3,East Carolina,Pass Interference,Personal / Contact,1,21.0,21.0
3,Eastern Michigan,False Start,Procedural,2,10.0,5.0
3,Eastern Michigan,Holding,Blocking / Holding,3,12.0,4.0
3,Eastern Michigan,Offside,Procedural,1,0.0,0.0
3,Eastern Michigan,Other / Unclassified,Other,2,18.0,9.0
3,Eastern Michigan,Pass Interference,Personal / Contact,1,15.0,15.0
3,Eastern Michigan,Personal Foul,Personal / Contact,1,0.0,0.0
3,Florida,False Start,Procedural,2,0.0,0.0
3,Florida,Holding,Blocking / Holding,2,13.0,6.5
3,Florida,Pass Interference,Personal / Contact,1,11.0,11.0
3,Florida,Unsportsmanlike Conduct,Personal / Contact,1,50.0,50.0
3,Florida Atlantic,False Start,Procedural,1,5.0,5.0
3,Florida Atlantic,Holding,Blocking / Holding,1,2.0,2.0
3,Florida Atlantic,Other / Unclassified,Administrative,1,5.0,5.0
3,Florida Atlantic,Personal Foul,Personal / Contact,1,15.0,15.0
3,Florida International,False Start,Procedural,3,15.0,5.0
3,Florida International,Holding,Blocking / Holding,6,30.0,5.0
3,Florida International,Illegal Formation,Procedural,1,0.0,0.0
3,Florida International,Offside,Procedural,1,0.0,0.0
3,Florida International,Personal Foul,Personal / Contact,1,7.0,7.0
3,Florida International,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
3,Fresno State,Delay of Game,Procedural,1,0.0,0.0
3,Fresno State,Face Mask,Other,1,9.0,9.0
3,Fresno State,False Start,Procedural,3,15.0,5.0
3,Fresno State,Holding,Blocking / Holding,3,15.0,5.0
3,Fresno State,Illegal Formation,Procedural,1,5.0,5.0
3,Fresno State,Personal Foul,Personal / Contact,2,0.0,0.0
3,Fresno State,Roughing the Passer,Personal / Contact,1,0.0,0.0
3,Fresno State,Unsportsmanlike Conduct,Personal / Contact,1,5.0,5.0
3,Georgia,False Start,Procedural,2,10.0,5.0
3,Georgia,Holding,Blocking / Holding,1,10.0,10.0
3,Georgia,Offside,Procedural,1,5.0,5.0
3,Georgia,Other / Unclassified,Administrative,1,5.0,5.0
3,Georgia,Other / Unclassified,Other,1,10.0,10.0
3,Georgia,Pass Interference,Personal / Contact,1,9.0,9.0
3,Georgia Southern,False Start,Procedural,1,5.0,5.0
3,Georgia Southern,Holding,Blocking / Holding,1,0.0,0.0
3,Georgia Southern,Illegal Formation,Procedural,2,9.0,4.5
3,Georgia Southern,Offside,Procedural,1,4.0,4.0
3,Georgia Southern,Other / Unclassified,Other,1,8.0,8.0
3,Georgia State,Holding,Blocking / Holding,1,0.0,0.0
3,Georgia State,Other / Unclassified,Other,1,15.0,15.0
3,Georgia Tech,Holding,Blocking / Holding,1,10.0,10.0
3,Georgia Tech,Other / Unclassified,Blocking / Holding,1,9.0,9.0
3,Georgia Tech,Pass Interference,Personal / Contact,1,2.0,2.0
3,Georgia Tech,Personal Foul,Personal / Contact,1,15.0,15.0
3,Hawai'i,Delay of Game,Procedural,1,5.0,5.0
3,Hawai'i,False Start,Procedural,2,10.0,5.0
3,Hawai'i,Holding,Blocking / Holding,3,4.0,1.33
3,Hawai'i,Offside,Procedural,1,6.0,6.0
3,Hawai'i,Pass Interference,Personal / Contact,1,15.0,15.0
3,Houston,Delay of Game,Procedural,1,5.0,5.0
3,Houston,Face Mask,Other,1,15.0,15.0
3,Houston,Other / Unclassified,Other,1,25.0,25.0
3,Houston,Pass Interference,Personal / Contact,1,15.0,15.0
3,Illinois,Holding,Blocking / Holding,1,3.0,3.0
3,Indiana,Offside,Procedural,1,30.0,30.0
3,Indiana,Other / Unclassified,Administrative,1,0.0,0.0
3,Iowa,False Start,Procedural,1,5.0,5.0
3,Iowa State,False Start,Procedural,1,0.0,0.0
3,Iowa State,Holding,Blocking / Holding,5,0.0,0.0
3,Iowa State,Illegal Formation,Procedural,1,5.0,5.0
3,Iowa State,Other / Unclassified,Other,1,7.0,7.0
3,Iowa State,Pass Interference,Personal / Contact,2,0.0,0.0
3,Jacksonville State,Other / Unclassified,Other,2,15.0,7.5
3,Kansas State,False Start,Procedural,2,10.0,5.0
3,Kansas State,Holding,Blocking / Holding,5,31.0,6.2
3,Kansas State,Personal Foul,Personal / Contact,1,0.0,0.0
3,Kansas State,Targeting,Personal / Contact,1,0.0,0.0
3,Kennesaw State,False Start,Procedural,2,10.0,5.0
3,Kennesaw State,Holding,Blocking / Holding,4,64.0,16.0
3,Kennesaw State,Offside,Procedural,1,5.0,5.0
3,Kennesaw State,Other / Unclassified,Other,3,13.0,4.33
3,Kennesaw State,Pass Interference,Personal / Contact,2,22.0,11.0
3,Kennesaw State,Personal Foul,Personal / Contact,1,9.0,9.0
3,Kennesaw State,Roughing the Passer,Personal / Contact,1,1.0,1.0
3,Kent State,False Start,Procedural,1,5.0,5.0
3,Kent State,Holding,Blocking / Holding,1,0.0,0.0
3,Kent State,Offside,Procedural,1,5.0,5.0
3,Kent State,Pass Interference,Personal / Contact,1,15.0,15.0
3,Kentucky,Delay of Game,Procedural,1,5.0,5.0
3,Kentucky,False Start,Procedural,2,10.0,5.0
3,Kentucky,Holding,Blocking / Holding,2,50.0,25.0
3,Kentucky,Other / Unclassified,Other,1,5.0,5.0
3,Kentucky,Personal Foul,Personal / Contact,1,12.0,12.0
3,LSU,False Start,Procedural,2,5.0,2.5
3,LSU,Holding,Blocking / Holding,4,101.0,25.25
3,LSU,Pass Interference,Personal / Contact,1,8.0,8.0
3,LSU,Targeting,Personal / Contact,1,0.0,0.0
3,Liberty,False Start,Procedural,5,25.0,5.0
3,Liberty,Holding,Blocking / Holding,1,4.0,4.0
3,Liberty,Illegal Formation,Procedural,1,2.0,2.0
3,Liberty,Other / Unclassified,Other,3,10.0,3.33
3,Louisiana,Offside,Procedural,3,14.0,4.67
3,Louisiana,Other / Unclassified,Other,1,10.0,10.0
3,Louisiana Tech,False Start,Procedural,2,6.0,3.0
3,Louisiana Tech,Other / Unclassified,Other,2,19.0,9.5
3,Louisiana Tech,Pass Interference,Personal / Contact,1,6.0,6.0
3,Louisiana Tech,Roughing the Passer,Personal / Contact,1,15.0,15.0
3,Marshall,Illegal Formation,Procedural,1,10.0,10.0
3,Marshall,Offside,Procedural,1,5.0,5.0
3,Marshall,Other / Unclassified,Other,1,23.0,23.0
3,Marshall,Pass Interference,Personal / Contact,2,28.0,14.0
3,Marshall,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
3,Maryland,Face Mask,Other,1,15.0,15.0
3,Maryland,Illegal Formation,Procedural,1,42.0,42.0
3,Maryland,Offside,Procedural,1,0.0,0.0
3,Maryland,Other / Unclassified,Administrative,1,2.0,2.0
3,Maryland,Pass Interference,Personal / Contact,2,30.0,15.0
3,Massachusetts,False Start,Procedural,1,5.0,5.0
3,Memphis,False Start,Procedural,1,5.0,5.0
3,Memphis,Holding,Blocking / Holding,1,10.0,10.0
3,Memphis,Illegal Formation,Procedural,1,73.0,73.0
3,Memphis,Pass Interference,Personal / Contact,2,30.0,15.0
3,Miami,Face Mask,Other,1,15.0,15.0
3,Miami,Personal Foul,Personal / Contact,1,0.0,0.0
3,Miami,Roughing the Passer,Personal / Contact,1,0.0,0.0
3,Michigan State,False Start,Procedural,1,5.0,5.0
3,Michigan State,Other / Unclassified,Administrative,1,1.0,1.0
3,Middle Tennessee,Face Mask,Other,1,15.0,15.0
3,Middle Tennessee,Holding,Blocking / Holding,1,5.0,5.0
3,Middle Tennessee,Pass Interference,Personal / Contact,1,15.0,15.0
3,Minnesota,False Start,Procedural,3,0.0,0.0
3,Minnesota,Holding,Blocking / Holding,1,0.0,0.0
3,Minnesota,Other / Unclassified,Administrative,1,0.0,0.0
3,Minnesota,Pass Interference,Personal / Contact,2,50.0,25.0
3,Mississippi State,Face Mask,Other,1,15.0,15.0
3,Mississippi State,False Start,Procedural,3,15.0,5.0
3,Mississippi State,Holding,Blocking / Holding,2,7.0,3.5
3,Mississippi State,Offside,Procedural,3,18.0,6.0
3,Mississippi State,Other / Unclassified,Administrative,1,5.0,5.0
3,Mississippi State,Other / Unclassified,Other,1,0.0,0.0
3,Mississippi State,Pass Interference,Personal / Contact,2,12.0,6.0
3,Missouri,False Start,Procedural,2,8.0,4.0
3,Missouri,Holding,Blocking / Holding,1,10.0,10.0
3,Missouri,Other / Unclassified,Other,2,0.0,0.0
3,Missouri,Pass Interference,Personal / Contact,1,15.0,15.0
3,Missouri State,False Start,Procedural,1,5.0,5.0
3,Missouri State,Holding,Blocking / Holding,1,0.0,0.0
3,Missouri State,Illegal Formation,Procedural,1,9.0,9.0
3,Missouri State,Offside,Procedural,4,16.0,4.0
3,Missouri State,Other / Unclassified,Blocking / Holding,1,10.0,10.0
3,Missouri State,Pass Interference,Personal / Contact,1,23.0,23.0
3,Missouri State,Personal Foul,Personal / Contact,7,30.0,4.29
3,NC State,False Start,Procedural,1,0.0,0.0
3,NC State,Holding,Blocking / Holding,3,33.0,11.0
3,NC State,Other / Unclassified,Other,1,0.0,0.0
3,Navy,False Start,Procedural,1,5.0,5.0
3,Navy,Holding,Blocking / Holding,2,10.0,5.0
3,Navy,Offside,Procedural,1,5.0,5.0
3,Navy,Other / Unclassified,Administrative,1,0.0,0.0
3,Navy,Pass Interference,Personal / Contact,1,14.0,14.0
3,Nebraska,False Start,Procedural,4,20.0,5.0
3,Nebraska,Pass Interference,Personal / Contact,1,15.0,15.0
3,Nevada,Delay of Game,Procedural,3,15.0,5.0
3,Nevada,Holding,Blocking / Holding,1,0.0,0.0
3,Nevada,Other / Unclassified,Procedural,1,1.0,1.0
3,Nevada,Pass Interference,Personal / Contact,1,15.0,15.0
3,Nevada,Roughing the Passer,Personal / Contact,1,0.0,0.0
3,Nevada,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
3,New Mexico,False Start,Procedural,6,30.0,5.0
3,New Mexico,Other / Unclassified,Administrative,1,5.0,5.0
3,New Mexico,Personal Foul,Personal / Contact,1,0.0,0.0
3,New Mexico,Roughing the Passer,Personal / Contact,1,0.0,0.0
3,New Mexico State,False Start,Procedural,3,15.0,5.0
3,New Mexico State,Holding,Blocking / Holding,3,27.0,9.0
3,New Mexico State,Other / Unclassified,Administrative,1,31.0,31.0
3,New Mexico State,Other / Unclassified,Other,2,63.0,31.5
3,New Mexico State,Pass Interference,Personal / Contact,1,15.0,15.0
3,New Mexico State,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
3,North Carolina,Holding,Blocking / Holding,1,0.0,0.0
3,North Carolina,Pass Interference,Personal / Contact,2,32.0,16.0
3,North Carolina,Personal Foul,Personal / Contact,2,15.0,7.5
3,North Carolina,Roughing the Passer,Personal / Contact,1,15.0,15.0
3,North Texas,False Start,Procedural,1,5.0,5.0
3,North Texas,Holding,Blocking / Holding,1,10.0,10.0
3,North Texas,Other / Unclassified,Administrative,1,5.0,5.0
3,North Texas,Other / Unclassified,Blocking / Holding,2,18.0,9.0
3,Northwestern,Face Mask,Other,1,15.0,15.0
3,Northwestern,Pass Interference,Personal / Contact,1,2.0,2.0
3,Notre Dame,False Start,Procedural,8,10.0,1.25
3,Notre Dame,Holding,Blocking / Holding,2,0.0,0.0
3,Notre Dame,Illegal Formation,Procedural,1,5.0,5.0
3,Notre Dame,Other / Unclassified,Other,1,15.0,15.0
3,Notre Dame,Personal Foul,Personal / Contact,1,0.0,0.0
3,Ohio,Delay of Game,Procedural,1,5.0,5.0
3,Ohio,False Start,Procedural,1,5.0,5.0
3,Ohio,Personal Foul,Personal / Contact,1,0.0,0.0
3,Ohio,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
3,Ohio State,Delay of Game,Procedural,1,5.0,5.0
3,Ohio State,False Start,Procedural,2,10.0,5.0
3,Ohio State,Holding,Blocking / Holding,1,10.0,10.0
3,Ohio State,Other / Unclassified,Other,2,15.0,7.5
3,Oklahoma,Holding,Blocking / Holding,1,9.0,9.0
3,Oklahoma,Offside,Procedural,1,5.0,5.0
3,Old Dominion,Delay of Game,Procedural,1,5.0,5.0
3,Old Dominion,False Start,Procedural,3,15.0,5.0
3,Old Dominion,Holding,Blocking / Holding,1,2.0,2.0
3,Old Dominion,Other / Unclassified,Other,6,47.0,7.83
3,Old Dominion,Personal Foul,Personal / Contact,1,0.0,0.0
3,Ole Miss,Holding,Blocking / Holding,2,14.0,7.0
3,Ole Miss,Other / Unclassified,Administrative,1,0.0,0.0
3,Ole Miss,Other / Unclassified,Other,2,30.0,15.0
3,Oregon,False Start,Procedural,1,5.0,5.0
3,Oregon,Illegal Formation,Procedural,1,1.0,1.0
3,Oregon State,False Start,Procedural,2,10.0,5.0
3,Oregon State,Holding,Blocking / Holding,3,32.0,10.67
3,Oregon State,Offside,Procedural,2,10.0,5.0
3,Oregon State,Other / Unclassified,Other,1,0.0,0.0
3,Oregon State,Personal Foul,Personal / Contact,2,15.0,7.5
3,Penn State,Delay of Game,Procedural,2,0.0,0.0
3,Penn State,False Start,Procedural,2,0.0,0.0
3,Penn State,Offside,Procedural,2,0.0,0.0
3,Pittsburgh,Delay of Game,Procedural,1,5.0,5.0
3,Pittsburgh,False Start,Procedural,1,5.0,5.0
3,Pittsburgh,Offside,Procedural,1,5.0,5.0
3,Pittsburgh,Pass Interference,Personal / Contact,1,15.0,15.0
3,Purdue,False Start,Procedural,1,5.0,5.0
3,Purdue,Holding,Blocking / Holding,1,10.0,10.0
3,Purdue,Illegal Formation,Procedural,1,0.0,0.0
3,Purdue,Other / Unclassified,Other,2,15.0,7.5
3,Purdue,Pass Interference,Personal / Contact,2,30.0,15.0
3,Purdue,Personal Foul,Personal / Contact,1,0.0,0.0
3,Rice,False Start,Procedural,1,5.0,5.0
3,Rice,Holding,Blocking / Holding,2,20.0,10.0
3,Rice,Offside,Procedural,1,5.0,5.0
3,Rice,Other / Unclassified,Other,1,10.0,10.0
3,Rice,Pass Interference,Personal / Contact,1,13.0,13.0
3,Rutgers,Delay of Game,Procedural,1,0.0,0.0
3,Rutgers,False Start,Procedural,2,10.0,5.0
3,Rutgers,Holding,Blocking / Holding,3,27.0,9.0
3,SMU,Delay of Game,Procedural,1,5.0,5.0
